id	filename	md5	size	state
3503c082-1e69-44a1-8de6-8b62e110cbb9	unc.edu.4db58676-4bfe-46de-9db9-8270d67b49fe.1753227.bt.exon_quantification.txt	4658203c9273ae3cfb669589c6cf18d3	12938995	live
35b8c910-0583-4e01-8cb3-bb57bfd62a0c	unc.edu.70779173-6a72-45e4-bf43-91ee9baba55f.1760114.bt.exon_quantification.txt	7e85a9468038291a4b54dec3d6dfba85	12698280	live
36045b7a-c431-470e-8db0-0504802c61f8	unc.edu.43077b04-13be-4fc0-a691-9cb49bdd50d5.2254437.bt.exon_quantification.txt	4563ee954314f267404e93821b73fcd3	12465686	live
365903e7-1d12-4386-b34b-e630a7c449a2	unc.edu.a6841939-e9fa-43cf-9f64-b1b3c57a2576.2449268.bt.exon_quantification.txt	e174d9c50f619f746c3b55d93d8d45e7	12763058	live
365d5fc0-2ca1-47ae-9b53-57dfdee850cb	unc.edu.f1647dd0-3eda-473f-9902-12d0817ee165.1760309.bt.exon_quantification.txt	7c61d11f42546ca83fef26307674e77a	12703224	live
3674f898-969a-4f99-b3d7-ad0e2c5d8273	unc.edu.094a8a62-d69a-4054-a9d8-120cf7920c39.1749586.bt.exon_quantification.txt	d201ee9842299ab3d3f973ad72157269	12781762	live
379d9162-dbe1-488e-b4ae-a80d506448f0	unc.edu.1636e620-09c8-46c7-bf33-9efeceae7cd4.2172732.bt.exon_quantification.txt	0f12566b1c580f2e4947b215d705ffbe	12479085	live
381eb5ca-4ada-491c-bad5-bdf129a4ff8f	unc.edu.70a93713-e154-46c8-9360-b873c63f0f05.1754459.bt.exon_quantification.txt	544bebc10efdb5b147b0e7de4907b454	12125737	live
387604f9-52ef-430c-98e3-2cce9d597e6d	unc.edu.a79de49e-9b1c-4512-b6ed-df4a858c4875.2621514.bt.exon_quantification.txt	a1e8307681c3cf032f1a57080553f633	12622259	live
38f4f226-d854-40ad-8816-a7dd35f73e3b	unc.edu.f8fba04c-cd45-4f85-8b75-dcf5426b7637.2388462.bt.exon_quantification.txt	ef156bff9a75c0ebfc3da3043f8c4b9e	12769785	live
397ae153-3b9a-4c60-8665-64295521d104	unc.edu.adda35fc-181d-4a0c-9afe-f2bdd83ab087.2620922.bt.exon_quantification.txt	096228331d09d383ab78c633277a06e1	12543480	live
39dbc87f-b271-46cf-9749-a0e0cfb40fd1	unc.edu.6d249571-1535-4db3-9860-a56a02941200.2394757.bt.exon_quantification.txt	c05adace496a5d5bfe58fe3921bbcf15	12826257	live
3a188696-4630-4f2e-8f28-e9dde28ccc5a	unc.edu.213f0f94-d682-462b-bbb3-bd8ce9f0ffff.2456663.bt.exon_quantification.txt	a4821e53f2db588524fc33290596d02f	12757898	live
3a49ba8b-5124-4cb5-9d2d-31a451b8c852	unc.edu.6b96fce2-199f-463c-982e-4ed8179ddd90.2223790.bt.exon_quantification.txt	a22b84d0b51e39f177e8fd4964bfcb91	12017217	live
